link,text,date,no_of_likes,no_of_comments
https://twitter.com/faridmed_/status/1815660525012795554#m,Thank you President William Ruto. You are now the leader of Gen Z. #OccupyJKIA  They will not believe it.   Southern Bypass Citizen TV Uganda #March2Parliament,"Jul 23, 2024 · 8:09 AM UTC",5,0
https://twitter.com/MemeNinjaKe/status/1815660266790502594#m,Ati Charlene akikuchapa heady unakuwa na dent kwa kichwa mpaka unaenda garage panel beating ndio kichwa irudishwe form 😂🫴  #OccupyJKIA #RutoMustGo,"Jul 23, 2024 · 8:08 AM UTC",0,0
https://twitter.com/SmillHenrick/status/1815660209123004766#m,Men armed with bats sported in Kitengela ahead of #OccupyJKIA protest for Kenyans,"Jul 23, 2024 · 8:08 AM UTC",3,1
https://twitter.com/Mr_Didymus/status/1815660118102442054#m,Heading there #occupyjkia,"Jul 23, 2024 · 8:08 AM UTC",0,0
https://twitter.com/sprinterkingemp/status/1815660114843426824#m,BREAKING:First group ya Gen zkutoka Nairobi JKIA yafika USA 11.08 in Texas it's late night   #OccupyAirport #TotalShutdownKE #AnitaMustResign Uganda  Didmus Barasa  #23rdJuly2024  Nairobi CBD Tajmall Lang'ata Eric Omondi   #occupyJKIA,"Jul 23, 2024 · 8:07 AM UTC",1,0
https://twitter.com/bigdaddyzillz/status/1815660009323212879#m,#OccupyJKIA Pilots to other careers,"Jul 23, 2024 · 8:07 AM UTC",0,0
https://twitter.com/ClowersShemaiah/status/1815660005099549062#m,Murkomen in the trials to join AFC leopard #OccupyJkia @TeyaKevin,"Jul 23, 2024 · 8:07 AM UTC",53,2
https://twitter.com/cfcWa_G/status/1815659999491694597#m,And you think the protests haven't saved Kenya billions and billions? #OccupyJKIA,"Jul 23, 2024 · 8:07 AM UTC",0,0
https://twitter.com/MaurineNdindin/status/1815659989119181125#m,"THIS IS SOTIK HUDUMA CENTRE, IT WAS ALLOCATED 57MILLION LAST FINANCIAL YEAR! IT HAS BEEN STAGNANT SINCE 2022! @francissigeipc   KNOWS WHERE HE STASHED THE LOOT! #RutoMustGo #OccupyEverywhere #OccupyJKIA","Jul 23, 2024 · 8:07 AM UTC",13,1
https://twitter.com/mainafarian/status/1815659948170461613#m,"Ruto akiwa mjanja aweke Hawa Mia mbili kwa barabara, hiyo maandamano inaisha #OccupyJKIA","Jul 23, 2024 · 8:07 AM UTC",1,0
https://twitter.com/itsHezi254/status/1815659939588661540#m,pia huku netherlands tuko pamoja #OccupyJKIA,"Jul 23, 2024 · 8:07 AM UTC",5,0
https://twitter.com/ObareChristine/status/1815659763016900731#m,Yeah visual impressions will give this a real picture of how bad this is #OccupyJKIA #RutoMustGo,"Jul 23, 2024 · 8:06 AM UTC",5,0
https://twitter.com/NicholasArani/status/1815659613234085938#m,Kuna group imepotea karibu wanafika Ruiru🤣😄😄😂 #OccupyJKIA,"Jul 23, 2024 · 8:05 AM UTC",2,0
https://twitter.com/lelekoiten/status/1815659600844107996#m,"#OccupyJKIA You can fight President William Ruto all you want for bringing change, but admitting that THE NORTHLANDS CITY is built by the Stolen billions is where you become DEAF.","Jul 23, 2024 · 8:05 AM UTC",2,2
https://twitter.com/hozambeeKE/status/1815659461278617932#m,"Mtukufu Lies inayopita juu kwa sasa ni ndege iliyojaa Gen Zs wakielekea New York City""  #OccupyJKIA","Jul 23, 2024 · 8:05 AM UTC",30,4
https://twitter.com/Mr_Didymus/status/1815659421365616731#m,Hio tutajua jioni. Let's March to JKIA #OCCUPYJKIA,"Jul 23, 2024 · 8:05 AM UTC",1,0
https://twitter.com/anthonyaskofu/status/1815659323831275615#m,Adani Group. Ever heard of it? #OccupyJKIA,"Jul 23, 2024 · 8:04 AM UTC",1,1
https://twitter.com/gaddafi001a/status/1815659250997178696#m,Stop killing us. Kenyan poverty is man made. You have created this poverty(Politicians). Kindly allow us to clean this mess you were unable to clean.  #OccupyEverywhere #RutoMustGo #OccupyJKIA,"Jul 23, 2024 · 8:04 AM UTC",2,0
https://twitter.com/simeonominde/status/1815659240029094117#m,The airport is literally empty.  Not as busy as it used to be on any given day.  #OccupyJKIA,"Jul 23, 2024 · 8:04 AM UTC",6,0
https://twitter.com/BBracta/status/1815659237080514983#m,Your office is not constitutional  #OccupyJKIA,"Jul 23, 2024 · 8:04 AM UTC",0,0
https://twitter.com/Josh001J/status/1815659129597268000#m,"Kumbe Uganda wakona Edgar Wabwire wao😂 you can easily tell from the English which ine is Kenyan and Ugandan. We wish you well neighbors, fight for your freedom #OccupyJKIA #March2Parliament","Jul 23, 2024 · 8:04 AM UTC",72,2
https://twitter.com/LilithBlack25/status/1815659126929678802#m,"As I said , I foresee the KDF joining kenyans soon. Its looming #OccupyJKIA #March2Parliament","Jul 23, 2024 · 8:04 AM UTC",12,1
https://twitter.com/lelekoiten/status/1815659118360756585#m,Police jam #OccupyJKIA,"Jul 23, 2024 · 8:04 AM UTC",1,0
https://twitter.com/mpkiromo/status/1815659115181388220#m,"Don't kill people. Arrest. Arrest. Arrest. Let them rot in jail, soon there will be no people to cause unrest. They will all be in jail. #OccupyJKIA","Jul 23, 2024 · 8:04 AM UTC",0,0
https://twitter.com/anthony08544175/status/1815659109883969544#m,Reason for #OccupyJKIA.GenZ protests are issue-based.Unlike your former boss Raila Odinga who has been conducting Tumbo-based protests ending up with useless dialogues at end of each election cycle.#RutoNaRailaMustGo,"Jul 23, 2024 · 8:03 AM UTC",2,0
https://twitter.com/Vinnelian254/status/1815659092083450268#m,EBOOKS! Category: Self-Help Get any soft copies(PDFs) you might be looking for at Ksh 50 per copy   DM for orders/inquiries   #OccupyJKIA #EconomicShutDown Uganda Southern Bypass Kamala Harris Trump Joe Biden Kasmuel Eric Omondi Larry Protected Criminal New York #RutoMustGo,"Jul 23, 2024 · 8:03 AM UTC",2,0
https://twitter.com/mwirigi_me/status/1815659051591537051#m,Alafu anataka tumiss flights zetu leo pia. #OccupyJKIA,"Jul 23, 2024 · 8:03 AM UTC",0,0
https://twitter.com/BenardMakumbi_/status/1815658981332783302#m,BMW X1 sunroof 🔥 3.3m or hp deposit 2m  #OccupyJKIA,"Jul 23, 2024 · 8:03 AM UTC",2,1
https://twitter.com/markizo_c/status/1815658912219021403#m,My boots packed....see you there today #OccupyJKIA,"Jul 23, 2024 · 8:03 AM UTC",4,0
https://twitter.com/his_puddingness/status/1815658751476560012#m,"@mimo_kinyua happy birthday my wakili, you’re such an inspiration 🔥🔥🎊🎉  Bash iko Las Vegas ama Carlifonia? #OccupyJKIA","Jul 23, 2024 · 8:02 AM UTC",1,1
https://twitter.com/Vinnelian254/status/1815658750256034115#m,EBOOKS! Get the soft copies(PDFs) of these Kenyan political books at only Ksh 50 per copy.  DM for any orders and inquiries.  #OccupyJKIA #EconomicShutDown Uganda Southern Bypass Kamala Harris Trump Joe Biden Kasmuel Eric Omondi Larry Protected Criminal New York,"Jul 23, 2024 · 8:02 AM UTC",3,5
https://twitter.com/mwirigi_me/status/1815658604692734218#m,"Zakayo alitwambia Germany na Saudi ametutafutia over 200,000 jobs, tukiamua kwenda JKIA kusafiri tukafanye kazi wanatwambia JKIA ni protected area. #OccupyJKIA #RutoMustGo","Jul 23, 2024 · 8:01 AM UTC",2,0
https://twitter.com/muguro_francis/status/1815658553484493130#m,Arrest fogotharee! #OccupyJKIA #RutoMustGo,"Jul 23, 2024 · 8:01 AM UTC",1,0
https://twitter.com/SmillHenrick/status/1815658534668837268#m,Citizens seen using a lorry to ferry them to #OccupyJKIA as protest picks up the pace,"Jul 23, 2024 · 8:01 AM UTC",4,0
https://twitter.com/kim_b10245/status/1815658482646811108#m,Rest In Peace Lucy Kibaki. We will always remember your Great leadership impacts #OccupyAirport #OccupyJKIA,"Jul 23, 2024 · 8:01 AM UTC",2,0
https://twitter.com/Marie__lisah/status/1815658099128107206#m,😂😂😂😂 #RutoMustGo #OccupyJKIA,"Jul 23, 2024 · 7:59 AM UTC",4,0
https://twitter.com/muguro_francis/status/1815658079582642269#m,Viva!!!! #OccupyJKIA #RutoMustGo,"Jul 23, 2024 · 7:59 AM UTC",3,0
https://twitter.com/BBracta/status/1815658060766904481#m,They will not believe!  #RutoMustGo #OccupyJKIA,"Jul 23, 2024 · 7:59 AM UTC",3,1
https://twitter.com/lewis_keny/status/1815658039703113968#m,1-368 Million lost at NHIF  2-1.2 Billion disappeared at NTSA 3-15.5 Billion stolen from E-citizen  4-Farmers lost millions buying fake fertilizer 5-10 Billion lost in Edible Oil scandal  YET NOBODY has been held accountable #RutoMustGo #OccupyJKIA,"Jul 23, 2024 · 7:59 AM UTC",0,0
https://twitter.com/Owinoongoro/status/1815657992223633566#m,"Kithimu Primary School, Nursery alumnis builds a house for their teacher madam jacinta who taught them between 1973-2006  #OccupyJKIA Citizen TV Uganda Kitengela Tajmall Ole Sereni Bomet Pastor Ng Eldoret THEY WILL NOT BELIEVE Southern Bypass #EconomicShutDown #OccupyJKIA","Jul 23, 2024 · 7:59 AM UTC",71,3
https://twitter.com/hamadiyussuf/status/1815657768809857214#m,@IPOA_KE @ICC @LawSocietyofKe this is the GenZ who have been funding us to do chaos he has been the one who has been cousing chaoes and loss of lives properties. From his statement he is clearly confessing to be a leader.  #RutoMustGo #RutoMustGo #OccupyCBDTuesday #OccupyJKIA https://x.com/ItsMutai/status/1815646996989944027,"Jul 23, 2024 · 7:58 AM UTC",0,0
https://twitter.com/mwirigi_me/status/1815657566313087260#m,Some leaders get it. #OccupyJKIA #March2Parliament  Southern Bypass Citizen tv,"Jul 23, 2024 · 7:57 AM UTC",4,0
https://twitter.com/sprinterkingemp/status/1815657308082385230#m,Shiet nimefinya wapi imeenda kama jet  Mambo ni laiv pale NairobiCBD na JKIA  #OccupyAirport #TotalShutdownKE #AnitaMustResign Uganda  Didmus Barasa  #23rdJuly2024  Nairobi CBD Tajmall Lang'ata Eric Omondi   #occupyJKIA,"Jul 23, 2024 · 7:56 AM UTC",3,0
https://twitter.com/itsBrian_254/status/1815657208392073603#m,Rich Kid wakijipata Minnesota.😆 #OccupyJKIA #RutoMustGo,"Jul 23, 2024 · 7:56 AM UTC",2,0
https://twitter.com/muguro_francis/status/1815657150544273492#m,Hizi unconstitutional arrest zinafaa zipungue. #FreeBeewol #OccupyJKIA #RutoMustGo,"Jul 23, 2024 · 7:56 AM UTC",1,0
https://twitter.com/ObareChristine/status/1815656817344622662#m,Lemme repeat this slowly for you: -Ksh 15.5B stolen  from E-citizen   -Ksh 1.2B disappeared at NTSA  -Ksh 10B lost in Edible Oil scandal   -368M lost at NHIF  - Farmers lost millions buying fake fertilizer.   Lakini guess nani anaambiwa enough is enough?? #OccupyJKIA #RutoMustGo,"Jul 23, 2024 · 7:54 AM UTC",23,0
https://twitter.com/TalmMaina/status/1815656646011457890#m,How to fly Boeing in 30 secs #OccupyJKIA,"Jul 23, 2024 · 7:54 AM UTC",1,0
https://twitter.com/IBuiltThis_/status/1815656551580848163#m,"The next viable thing for Kenyans in Nairobi to do is to Boycott using all Nduthiis/bodabodas until this people shape up .....  Lang'ata, Mombasa, Ole Sereni #Leak #OccupyJKIA","Jul 23, 2024 · 7:53 AM UTC",3,0
https://twitter.com/IBuiltThis_/status/1815656367908098219#m,"The next viable thing for Kenyans in Nairobi to do is to Boycott using all Nduthiis/bodabodas until this people shape up .....  Lang'ata, Mombasa, Ole Sereni #Leak #OccupyJKIA","Jul 23, 2024 · 7:53 AM UTC",1,0
https://twitter.com/Mayor3320/status/1815656360178073904#m,#OccupyJKIA,"Jul 23, 2024 · 7:53 AM UTC",1,0
https://twitter.com/ClassicalChess/status/1815656359834054844#m,We demand accountability!  #OccupyJKIA #RutoMustGo,"Jul 23, 2024 · 7:53 AM UTC",0,0
https://twitter.com/Realhubkenya/status/1815656285095772230#m,Rent with Confidence and Ease! #realestate #buyhouse #sellhouse #Citizen TV #Eric Omondi #Ole Sereni #THEY WILL NOT BELIEVE #OccupyJKIA #Leak #AnitaMustResign #Murderer,"Jul 23, 2024 · 7:52 AM UTC",1,0
https://twitter.com/sprinterkingemp/status/1815656153956729124#m,Mimi nishaoga  Na wenye mnakuja southern California mniletee ovacado   #OccupyAirport #TotalShutdownKE #AnitaMustResign Uganda  Biden  #23rdJuly2024  Nairobi CBD Tajmall Lang'ata Eric Omondi   #occupyJKIA,"Jul 23, 2024 · 7:52 AM UTC",4,0
https://twitter.com/BBracta/status/1815656063749722218#m,Ama uskie uko Isiolo badala ya Ohio  #OccupyJKIA,"Jul 23, 2024 · 7:51 AM UTC",1,1
https://twitter.com/moses_akungu/status/1815656050332217497#m,Always ahead of time #OccupyJKIA,"Jul 23, 2024 · 7:51 AM UTC",1,0
https://twitter.com/DRUATE/status/1815655928097575191#m,#OccupyJKIA #RutoMustGo #RejectFinanceBill2024,"Jul 23, 2024 · 7:51 AM UTC",3,0
https://twitter.com/Isaac_Otwoma/status/1815655845088080004#m,BREAKING  Mudavadi clarifies that Jomo Kenyatta is not on sale as #OccupyJKIA increases.,"Jul 23, 2024 · 7:51 AM UTC",30,1
https://twitter.com/EmmylynL/status/1815655650921246955#m,#OccupyJKIA,"Jul 23, 2024 · 7:50 AM UTC",0,0
https://twitter.com/Fidel_kemboi/status/1815655551457497428#m,Reincarnation of the Ksh 100kWheelbarrow during Gov. Keneth Lusaka first term as a governor. Electing him for a second term was the worst mistake by the Bungoma people. Bungoma county Gen Z should now concentrate on their local issues and leave national issues first. #occupyJKIA,"Jul 23, 2024 · 7:49 AM UTC",1,0
https://twitter.com/Scandals_Ke/status/1815655300386394356#m,Mmefika #OccupyJKIA ama bado mnatafuta directions? @Honeyfarsafi @OgolaFogola @Michaelkhimu @AlinurMohamed_,"Jul 23, 2024 · 7:48 AM UTC",2,0
https://twitter.com/AbdulLatif8605/status/1815655254559519180#m,😂😂😂 #occupyJKIA,"Jul 23, 2024 · 7:48 AM UTC",1,0
https://twitter.com/paradoxicalhif/status/1815655249517883497#m,DO NOT. I REPEAT DO NOT ATTEMPT THIS DESIST COMPLETELY #OccupyJKIA #RutoMustGo,"Jul 23, 2024 · 7:48 AM UTC",0,0
https://twitter.com/itsarapmemes/status/1815655242941309276#m,Scenes…Just retweet  #OccupyJKIA,"Jul 23, 2024 · 7:48 AM UTC",0,0
https://twitter.com/Baba_TeeM/status/1815655110665449671#m,Hii maneno ya #OccupyJKIA imefika wapi @omwambaKE  niulizie hii swali mkuu,"Jul 23, 2024 · 7:48 AM UTC",0,0
https://twitter.com/sumbai_KE/status/1815655073919246362#m,Property damage and injuries are not the goals of a protest.  Let's be responsible citizens.  #EnoughIsEnough   //Citizen TV Larry madowo Eldoret #OccupyJKIA They will not believe langata Kasmuel McOure Babu Owino Pastor ng Hanifa Southern Bypass Uganda Kesho//,"Jul 23, 2024 · 7:47 AM UTC",5,1
https://twitter.com/ObareChristine/status/1815654959506923856#m,We all kno that account always posting fake news #OccupyJKIA #RutoMustGo,"Jul 23, 2024 · 7:47 AM UTC",0,0
https://twitter.com/robertlelimo/status/1815654934139851006#m,"as you do  #OccupyJKIA remember your health, your live, your family is not public as you run","Jul 23, 2024 · 7:47 AM UTC",0,0
https://twitter.com/DavidKhaemba8/status/1815654797673992403#m,"MDVD, you can't even differentiate between LEASING and SALE!! #JKIA is being LEASED for 30 yeas, WHY??? #OccupyJKIA","Jul 23, 2024 · 7:46 AM UTC",4,1
https://twitter.com/RegereaSam/status/1815654767911223779#m,vehicles  deployed at JKIA ahead of expected  #OccupyJKIA peaceful protests.More water cannons and armored@kdfinfo724881K24K,"Jul 23, 2024 · 7:46 AM UTC",1,0
https://twitter.com/KE_Resident/status/1815654513191059508#m,"In the past year, Kenyan banks saw a significant increase in total deposit accounts, rising from 64,022,715 in 2022 to 94,643,325. Accounts holding over half a million shillings decreased by 39.89%, while those with balances below KShs. 500 grew by 50.4%. #OccupyJKIA #NairobiCBD","Jul 23, 2024 · 7:45 AM UTC",3,0
https://twitter.com/Philosopher254/status/1815654204649656664#m,#OccupyJKIA A fixed wing aircraft going round in Kitengela.  Something is wrong....,"Jul 23, 2024 · 7:44 AM UTC",3,0
https://twitter.com/DRUATE/status/1815654193337643339#m,#OccupyJKIA #RutoMustGo #RejectFinanceBill2024 #Gachaguamustgo,"Jul 23, 2024 · 7:44 AM UTC",1,0
https://twitter.com/Wycky_M/status/1815653826243744218#m,Hii leaderless movement itashtua wengi leo. What if #OccupyJKIA is just a decoy? Won't play down #occupyStateHouse as the end goal. Wacha karata ichezwe sasa.,"Jul 23, 2024 · 7:43 AM UTC",1,0
https://twitter.com/miss_wando/status/1815653821307105654#m,It's the audacity for me. 🚮 #OccupyEverywhere #OccupyJKIA #RutoMustGo,"Jul 23, 2024 · 7:42 AM UTC",5,1
https://twitter.com/anthony08544175/status/1815653620236321102#m,More reasons to clean up this country.#RutoMustGo #OccupyJKIA #TupataneTuesday,"Jul 23, 2024 · 7:42 AM UTC",0,0
https://twitter.com/LFCpal_/status/1815653610518139098#m,"""kindly Tighten your seatbelts we're now landing in Haiti... "" #OccupyJKIA","Jul 23, 2024 · 7:42 AM UTC",33,5
https://twitter.com/Sila_Kasee/status/1815653283471483288#m,Second term for Ruto? We'll have to disband this country. #OccupyJKIA #RutoMustGo,"Jul 23, 2024 · 7:40 AM UTC",1,0
https://twitter.com/HOES_TALE/status/1815652946471739689#m,mimi nishakosana na landlord nikijua naamkia England #OccupyJKIA,"Jul 23, 2024 · 7:39 AM UTC",1,0
https://twitter.com/MarongaAndrew/status/1815652939341394190#m,Mmesema leo tunaoccupy JKIA 😂#OccupyJKIA,"Jul 23, 2024 · 7:39 AM UTC",1,0
https://twitter.com/anthony08544175/status/1815652907900923979#m,You are a hero.The politics of cannibalism must end.#RutoMustGo #OccupyJKIA #RutoandRailaMustGo,"Jul 23, 2024 · 7:39 AM UTC",0,0
https://twitter.com/SmillHenrick/status/1815652840171282894#m,We will be posting each and every single photo of todays 23rd july #OccupyJKIA #maandamano under this tweet. Enjoy.,"Jul 23, 2024 · 7:39 AM UTC",3,21
https://twitter.com/kimzBwoy/status/1815652563691192586#m,We will Revist John Waluke and Didmus  #OccupyJKIA,"Jul 23, 2024 · 7:37 AM UTC",5,2
https://twitter.com/MemeNinjaKe/status/1815652408006947125#m,Gaitho ama ambiwa angojee cargo plane 😂 Wahhhh lakini mbona watu wana onea Kung Fu Panda   #OccupyJKIA #RutoMustGo,"Jul 23, 2024 · 7:37 AM UTC",1,0
https://twitter.com/mcpipita/status/1815652340835205222#m,UPDATE: Happening now at Rubis Neno Evangelism. It's alleged that goons are being fuelled here to counter protestors. Alleged police officers involved. Anyone that can confirm? #OccupyJKIA,"Jul 23, 2024 · 7:37 AM UTC",121,18
https://twitter.com/kiprotich_ke/status/1815652277346013518#m,"Is there any truth in this statement?  ""Doing what wazungu love the most, that is, blackening Africa   They have managed to destabilize DRC, now they are focused on Kenya  Keep helping them."" #OccupyJKIA","Jul 23, 2024 · 7:36 AM UTC",7,0
https://twitter.com/sammytkamau/status/1815652262141632764#m,kwani hii ndege haijai #OccupyJKIA,"Jul 23, 2024 · 7:36 AM UTC",1,0
https://twitter.com/DRUATE/status/1815652245163184580#m,#OccupyJKIA #RutoMustGo #RejectFinanceBill2024,"Jul 23, 2024 · 7:36 AM UTC",1,0
https://twitter.com/Sidney_wish/status/1815652172287148186#m,HEAVY SECURITY. Pale JKIA  #OccupyJKIA #Bomet They will not believe  #Eldoret,"Jul 23, 2024 · 7:36 AM UTC",11,2
https://twitter.com/_sam_chege/status/1815652158638825751#m,"Hon. Didmus Barasa - ""Choices have consequences."" He advises the youths to stay home and not #OccupyJKIA  Kitengela l Citizen TV l Ole Sereni l Bomet l Eldoret","Jul 23, 2024 · 7:36 AM UTC",3,0
https://twitter.com/AlibabaKenya/status/1815652064673857561#m,This is why Kenyans have decided to #OccupyJKIA 🤯,"Jul 23, 2024 · 7:36 AM UTC",2,0
https://twitter.com/NahProgramme/status/1815652015105626438#m,Masaa ni machachee ngashaa ndarukia Abu Dhabi #OccupyJkia,"Jul 23, 2024 · 7:35 AM UTC",1,0
https://twitter.com/DRUATE/status/1815651807588180294#m,#OccupyJKIA #RutoMustGo #RejectFinanceBill2024,"Jul 23, 2024 · 7:34 AM UTC",3,0
https://twitter.com/254First/status/1815651709189783997#m,"Escalate, Inject #OccupyEverywhere #OccupyJKIA #OccupyEAC","Jul 23, 2024 · 7:34 AM UTC",2,0
https://twitter.com/Geraa_Ke/status/1815651689963168064#m,@KTNNewsKE can you do the lord's work please 🙏🏽   #occupyJKIA #RutoMustGo,"Jul 23, 2024 · 7:34 AM UTC",2,0
https://twitter.com/DRUATE/status/1815651623965777997#m,#OccupyJKIA #RejectFinanceBill2024,"Jul 23, 2024 · 7:34 AM UTC",1,0
https://twitter.com/donny_duke/status/1815651440079073489#m,"Whoever advises them hates them,  yaani they've been making very stupid decisions and they're continuing to bury themselves in deep shit😭 #OccupyJKIA #RutoMustGo","Jul 23, 2024 · 7:33 AM UTC",1,0
https://twitter.com/ansibuor/status/1815651433028419852#m,"If you think things are bad at JKIA now. They will only get worse when Adani Airport Holdings Limited takes over. See what these two Indian MPs and media have to say about AAHLs takeover of Thiruvananthapuram Airport in Kerala, India. Can stop this through PIL? #OccupyJKIA","Jul 23, 2024 · 7:33 AM UTC",8,1
https://twitter.com/olago_fredrick/status/1815651050600247527#m,Ni saa ngapi sahii Canada?  #OccupyJKIA,"Jul 23, 2024 · 7:31 AM UTC",1,0
https://twitter.com/BernardKavuli/status/1815650877094408249#m,More water cannons and armored @kdfinfo vehicles  deployed at JKIA ahead of expected  #OccupyJKIA peaceful protests.,"Jul 23, 2024 · 7:31 AM UTC",0,0
https://twitter.com/KE_Resident/status/1815650836929708349#m,Inspector General has Issued a brief warning to protestors not to go to JKIA!! What is your take on this⁉️ #OccupyJKIA #NairobiCBD #CitizenTv #marchtoparliament #Theywillnotbelieve,"Jul 23, 2024 · 7:31 AM UTC",1,0
https://twitter.com/Marie__lisah/status/1815650799441125725#m,Leo msisahau kutumia #RutoMustGo #OccupyJKIA in ALLLLL your tweets!!,"Jul 23, 2024 · 7:30 AM UTC",33,0
https://twitter.com/isaboke_samuel/status/1815650477381681473#m,#OccupyJKIA,"Jul 23, 2024 · 7:29 AM UTC",2,0
https://twitter.com/Kwanza254/status/1815650288117670091#m,Carrying a Kenyan Flag is now an offense...  #RutoMustGo #OccupyJKIA,"Jul 23, 2024 · 7:28 AM UTC",46,0
https://twitter.com/kareeeeh/status/1815650218722972053#m,#occupyJkia,"Jul 23, 2024 · 7:28 AM UTC",0,0
https://twitter.com/lizzrono/status/1815649983380529237#m,Just retweet  #OccupyEverywhere #occupyJKIA Citizen Tv,"Jul 23, 2024 · 7:27 AM UTC",0,0
https://twitter.com/DRUATE/status/1815649948873953462#m,#RutoMustGo #RejectFinanceBill2024 #Gachaguamustgo #OccupyJKIA,"Jul 23, 2024 · 7:27 AM UTC",1,0
https://twitter.com/kJonte254/status/1815649397226504211#m,✊ #OccupyJKIA,"Jul 23, 2024 · 7:25 AM UTC",3,0
https://twitter.com/DRUATE/status/1815649361801470023#m,#OccupyJKIA #RutoMustGo #Gachaguamustgo #RejectFinanceBill2024,"Jul 23, 2024 · 7:25 AM UTC",0,0
https://twitter.com/Sila_Kasee/status/1815649335301808451#m,Wewe sasa focus na thara😂😂😂 #OccupyJKIA #RutoMustGo,"Jul 23, 2024 · 7:25 AM UTC",0,0
https://twitter.com/strictlybrian/status/1815649301504090248#m,kwani you guys mko wapi??!   #OccupyJKIA,"Jul 23, 2024 · 7:25 AM UTC",0,0
https://twitter.com/Hanifarsafi/status/1815649142892298528#m,They will Not Believe #OccupyJKIA #RutoMustGo,"Jul 23, 2024 · 7:24 AM UTC",4,0
https://twitter.com/Sidney_wish/status/1815649027716796777#m,"KITENGELA goons goons stays safe,protest peaceful  #OccupyJKIA #Kitengela #THEYWILLNOTBELIEVE","Jul 23, 2024 · 7:23 AM UTC",7,0
https://twitter.com/DrMumbiSeraki/status/1815648941116895476#m,#OccupyJKIA,"Jul 23, 2024 · 7:23 AM UTC",33,1
https://twitter.com/DrMumbiSeraki/status/1815648825777832348#m,#OccupyAirport #OccupyCBDThursday #OccupyJKIA,"Jul 23, 2024 · 7:23 AM UTC",55,1
https://twitter.com/MemeNinjaKe/status/1815648692667371542#m,Huku JKIA Gaitho ame katazwa kudandia ndege. Ame ambiwa ita cause imbalance. Ame ambiwa ye anaeza pelekwa nchi ingine na forklift.  #OccupyJKIA #RutoMustGo,"Jul 23, 2024 · 7:22 AM UTC",3,0
https://twitter.com/MissKemunto_/status/1815648622316339535#m,This is an old video guys. Do not fall into the trap to #OccupyJKIA stay home and stay safe. No one is going to jkia kama kama air ticket.,"Jul 23, 2024 · 7:22 AM UTC",1,0
https://twitter.com/kenny_035/status/1815648518075236654#m,Heavy police presence manning JKIA ahead of the planned protests!  Either way we land ama tuna anguka nayo😁 #OccupyJKIA,"Jul 23, 2024 · 7:21 AM UTC",3,0
https://twitter.com/KilifiKenya/status/1815648504724836624#m,Maybe #OccupyJKIA will provide enough political will to push through the taming of King Surgoi. 23rdJuly2024 #RutoMustGo,"Jul 23, 2024 · 7:21 AM UTC",4,0
https://twitter.com/KMbidze/status/1815648432603668541#m,"The only reason that murderer Didimus Barasa is not in Kamiti is because he is in bed with the government, he doesn't an audience at all.  #RutoMustGo #Resign #Justice #OccupyJKIA","Jul 23, 2024 · 7:21 AM UTC",0,0
https://twitter.com/Sila_Kasee/status/1815648396767588640#m,Criminal will always be a criminal. #OccupyJKIA #RutoMustGo,"Jul 23, 2024 · 7:21 AM UTC",1,0
https://twitter.com/sprinterkingemp/status/1815648208435003744#m,Mtukufu lies ndege inayopita juu ni Ile ambayo imebeba Gen z wanaoelekea Yues   #OccupyAirport #TotalShutdownKE #AnitaMustResign Uganda  Didmus Barasa  #23rdJuly2024  Nairobi CBD Tajmall Lang'ata Eric Omondi   #occupyJKIA #Biden,"Jul 23, 2024 · 7:20 AM UTC",8,0
https://twitter.com/guru_cap/status/1815647855970800049#m,"@EACCKenya @_CrazyNairobian @Kimuzi_  As a concerned citizen, I want to know why this convicted man is walking free.Can you do athread? #OccupyJKIA","Jul 23, 2024 · 7:19 AM UTC",2,0
https://twitter.com/donny_duke/status/1815647655655055836#m,"Lakini these politicians really hate us and they've made our lives very hard, they're willing to pay some people off to injure and rob us but they ain't willing to address our needs!! Nani aliroga hawa wajinga? #OccupyJKIA #RutoMustGo","Jul 23, 2024 · 7:18 AM UTC",3,0
https://twitter.com/itsOsama_kareem/status/1815647571529875753#m,Be Guided.  RETWEET AND LIKE FOR AWARENESS. #OccupyJKIA,"Jul 23, 2024 · 7:18 AM UTC",8,1
https://twitter.com/Emmanuel_Mike1/status/1815647511677210882#m,When we loose our fear they loose  their power THEY WILL NOT BELIEVE #occupyJKIA,"Jul 23, 2024 · 7:17 AM UTC",3,1
https://twitter.com/EsubuMedia/status/1815647403006935300#m,How many are willing to go all the way? How bad do you want to see radical changes in this country?   #OccupyJKIA #Economicliberation #EconomicRevolutionNow,"Jul 23, 2024 · 7:17 AM UTC",3,0
https://twitter.com/MemeNinjaKe/status/1815647397319430419#m,"Gaitho alijaribu ile trend ya ""anguka nayo"" tuka shtukia kuna tremors. By the way mume notice hio trend ili ishanga tu hivo na Gaitho?   #OccupyJKIA #RutoMustGo","Jul 23, 2024 · 7:17 AM UTC",2,0
https://twitter.com/NikCourier/status/1815495345096249697#m,Wakichoka ni #OccupyStatehouse,"Jul 22, 2024 · 9:13 PM UTC",1,0
https://twitter.com/DouglasDavins/status/1815451321471734037#m,Its the Special comando's for me.. #RutoMustGo #OccupyJKIA #OccupyStateHouse,"Jul 22, 2024 · 6:18 PM UTC",1,0
